LOCATION,LAT,LON,Rpt Dist No
1700    MAGNOLIA                     AV,34.0441,-118.2864,2088
OLYMPIC,34.0444,-118.2628,182
600 W  SUNSET                       BL,34.0596,-118.2427,111
BOYD                         ST,34.0478,-118.2454,138
WILSHIRE,34.0609,-118.2823,251
CENTER                       ST,34.0527,-118.2314,129
900    WILSHIRE                     BL,34.0501,-118.2592,151
200    WHALERS WALK,33.7181,-118.2804,589
MAPLE,34.0408,-118.2511,176
100 S  MOUNTAIN VIEW                AV,34.0648,-118.2708,236
1500 S  OLIVE                        ST,34.0359,-118.2648,192
300 E  1ST                          ST,34.0504,-118.2409,128
9600    AIRPORT                      BL,33.9489,-118.386,1488
12700    VAN NUYS                     BL,34.2816,-118.4073,1602
200 S  GRAND                        AV,34.0545,-118.2499,132
100 S  SANTA FE                     AV,34.0483,-118.2326,139
SILVER LAKE                  BL,34.1008,-118.2592,1144
400 W  WASHINGTON                   BL,34.0363,-118.2672,192
100 W  86TH                         PL,33.9593,-118.2783,1802
9000    WOODMAN                      AV,34.2342,-118.4436,1975
500 W  12TH                         ST,33.7333,-118.2879,563
2700 E  1ST                          ST,34.0421,-118.206,467
13300    DEBBY                        ST,34.1841,-118.4236,938
7200    FOOTHILL                     BL,34.2486,-118.2886,1668
1400    LONG BEACH                   AV,34.026,-118.2412,1317
900 N  LA BREA                      AV,34.0846,-118.3464,705
WILSHIRE                     BL,34.0501,-118.2592,151
S  OLIVE                        ST,34.0324,-118.2675,192
E  12TH                         ST,34.0373,-118.2588,185
200 S  BROADWAY,34.0524,-118.2467,133
700    JACKSON                      ST,34.0511,-118.2334,129
1200 W  3RD                          ST,34.0621,-118.2619,237
200 E  TEMPLE                       ST,34.0534,-118.2409,127
200 S  VENDOME                      ST,34.0703,-118.2832,231
1300 W  227TH                        ST,33.8201,-118.3015,507
HOPE,34.057,-118.2437,112
11800    MISSOURI                     AV,34.0374,-118.4535,881
WORKMAN,34.0793,-118.2145,413
14TH                         ST,34.0344,-118.2596,195
E  103RD                        ST,33.9433,-118.2491,1826
600 W  87TH                         ST,33.9587,-118.2847,1801
10300 N  SEPULVEDA                    BL,34.2573,-118.4673,1954
300 W  7TH                          ST,34.0467,-118.252,153
900 N  MARIPOSA                     AV,34.0868,-118.2991,201
900    UPLAND                       AV,33.75,-118.2967,551
SHERMAN                      WY,34.2012,-118.3658,1509
900 S  MAIN                         ST,34.0416,-118.255,185
500 S  MARIPOSA                     AV,34.0654,-118.2992,2027
800 E  4TH                          ST,34.0433,-118.2377,159
MAIN,34.0648,-118.2313,118
6200    ELMER                        AV,34.1831,-118.3768,1527
1900 S  SHENANDOAH                   ST,34.0444,-118.3838,889
1300 N  SIERRA BONITA                AV,34.0981,-118.3577,642
6400    VINELAND                     AV,34.1849,-118.3746,1527
11700    OHIO                         AV,34.0465,-118.4588,842
2800 S  HOPE                         ST,34.0247,-118.2751,1331
10900    TELFAIR                      AV,34.2681,-118.4303,1622
1600 N  MAIN                         ST,34.0669,-118.2275,118
1200 E  6TH                          ST,34.0382,-118.2384,159
11500    GLENOAKS                     BL,34.2816,-118.42,1601
18500    DEVONSHIRE                   ST,34.2609,-118.5346,1743
10400    GLENOAKS                     BL,34.2587,-118.396,1654
1500 W  204TH                        ST,33.8449,-118.304,504
15000 S  FIGUEROA                     ST,33.8887,-118.287,1881
500 S  MAIN,34.0467,-118.2485,154
N  SPRING                       ST,34.0695,-118.2273,118
5600    VAN NUYS                     BL,34.1721,-118.4485,941
5700 W  CENTURY                      BL,33.9526,-118.3823,1488
600 N  GARDNER                      ST,34.0818,-118.3532,702
6300    ARROYO GLEN                  ST,34.1128,-118.1845,1139
1700 E  CESAR E CHAVEZ               AV,34.0512,-118.2176,453
1800    BAKER                        ST,34.0711,-118.2263,118
4400    COLDWATER CANYON             AV,34.1504,-118.4138,1562
7300 N  LANKERSHIM                   BL,34.2031,-118.3878,1505
84TH                         PL,33.9624,-118.2783,1268
1100 S  ELM                          DR,34.0571,-118.3949,857
16200    NORDHOFF                     ST,34.2356,-118.4851,1797
LUCAS                        AV,34.0548,-118.2638,248
600 S  MAIN                         ST,34.0453,-118.2499,164
500 S  FLOWER                       ST,34.0516,-118.2561,152
12600    HART                         ST,34.1976,-118.4073,1513
500 W  5TH                          ST,34.0519,-118.2531,142
7800 S  WESTERN                      AV,33.9691,-118.309,1253
200 W  14TH                         ST,34.0361,-118.2634,192
9100    LEMONA                       AV,34.2355,-118.4589,1962
61ST                         ST,34.0104,-118.2535,1345
100 W  WASHINGTON                   BL,34.0335,-118.2619,195
3700    SAN RAFAEL                   AV,34.1019,-118.2264,1147
1300 W  182ND                        ST,33.8684,-118.2969,502
1400    VINE                         ST,34.0962,-118.3266,666
2500    COMMODORE                    ST,34.0759,-118.1952,417
1400    SCOTT                        AV,34.0787,-118.2512,1184
800 W  SEPULVEDA                    ST,33.7456,-118.2945,555
MOSS                         AV,34.1096,-118.2383,1134
900 N  ALAMEDA                      ST,34.0581,-118.2371,119
3800    SCADLOCK                     LN,34.1401,-118.4694,991
5000 W  PICO                         BL,34.0478,-118.3459,765
2300 S  GRAND                        AV,34.0291,-118.2706,1321
6200    BECK                         AV,34.1831,-118.3833,1526
6600    GLADE                        AV,34.1904,-118.6082,2145
17600    SHERMAN                      WY,34.2048,-118.5099,1017
700 N  FRESNO                       ST,34.0449,-118.1943,459
7000 S  FIGUEROA                     ST,33.9763,-118.2827,1249
1000 N  AVENUE 51,34.1168,-118.2051,1116
COMMUNITY                    ST,34.2222,-118.5929,2107
700 W  CESAR E CHAVEZ               AV,34.0606,-118.2439,111
1200 W  39TH                         ST,34.0155,-118.2975,377
105TH                        ST,33.9406,-118.2462,1836
16100    CHATSWORTH                   ST,34.2659,-118.4818,1739
BEVERLY,34.0761,-118.3626,711
CARLTON                      WY,34.1005,-118.3148,648
2600 N  FIGUEROA                     ST,34.0839,-118.2224,1189
16100    AINSWORTH                    ST,33.8853,-118.2904,1881
900    SUN MUN                      WY,34.0655,-118.2372,111
14900    DICKENS                      ST,34.1512,-118.458,981
WHITTIER,34.0436,-118.2051,466
10700    VENICE                       BL,34.0199,-118.4125,1438
1000    MOHAWK                       ST,34.0764,-118.2656,216
9300    TAMPA                        AV,34.244,-118.5583,1764
900 W  9TH                          ST,33.7361,-118.2968,563
5700    SEPULVEDA                    BL,34.174,-118.4662,941
14500    VOSE                         ST,34.1985,-118.4487,914
15100    ROSCOE                       BL,34.2249,-118.4637,1983
6400    FULTON                       AV,34.1867,-118.4225,929
600    OCEAN FRONT                  WK,33.9933,-118.4765,1412
4800    COLISEUM                     ST,0.0,0.0,361
WILL ROGERS STATE PARK,34.0535,-118.5083,802
15100    MINNEHAHA                    ST,34.2601,-118.4608,1954
500 E  67TH                         ST,33.9788,-118.266,1395
17900    EMELITA                      ST,34.1776,-118.5254,1045
2600 W  PICO                         BL,34.0473,-118.2958,2076
1800 W  12TH                         ST,34.0473,-118.2784,285
9100    TELFAIR                      AV,34.2347,-118.395,1663
ECHO PARK                    AV,34.0768,-118.2573,218
CARONDELET                   ST,34.0614,-118.279,245
600 S  RAMPART                      BL,34.0624,-118.2813,251
1000    GRAND VIEW                   ST,34.0527,-118.282,271
BLAINE,34.0473,-118.27,279
200 S  PARK VIEW                    ST,34.0672,-118.2741,235
1700 W  6TH                          ST,34.0573,-118.2699,256
900    PARKMAN                      AV,34.0819,-118.2739,205
400    GRAND VIEW                   ST,34.063,-118.2753,245
600    HELIOTROPE                   DR,34.0812,-118.2953,211
DEL MONTE,34.083,-118.275,205
100 N  LAKE                         ST,34.0671,-118.2713,235
2500 W  7TH                          ST,34.061,-118.2775,245
COURTLAND,34.0437,-118.2838,291
400 S  LAKE                         ST,34.0621,-118.2747,245
600 S  CORONADO                     ST,34.062,-118.2804,245
GARLAND                      AV,34.0496,-118.2677,269
500 S  OCCIDENTAL                   BL,34.0653,-118.2836,241
1600 W  7TH                          ST,34.0539,-118.2712,266
1600    WILSHIRE                     BL,34.0554,-118.2702,256
9700 W  PICO                         BL,34.0475,-118.4032,886
25600    PRESIDENT                    AV,33.791,-118.3043,511
VERMONT,34.0909,-118.2917,201
2700    LONDON                       ST,34.0758,-118.2749,215
RAMPART                      BL,34.0594,-118.2833,251
14500    SHERMAN                      WY,34.2048,-118.4531,905
200    WITMER                       ST,34.061,-118.2615,237
2200 W  SUNSET                       BL,34.0778,-118.2658,216
300 N  MADISON                      AV,34.0764,-118.2892,212
400 S  BONNIE BRAE                  ST,34.0598,-118.2734,246
SATICOY,34.2084,-118.3703,1506
1500 N  NORMANDIE                    AV,34.0981,-118.3005,1151
800 W  43RD                         ST,34.0055,-118.2872,396
1500 W  OLYMPIC                      BL,34.0484,-118.2724,279
BURLINGTON,34.0519,-118.2755,275
1100    LEMOYNE                      ST,34.0757,-118.2605,218
3400    PLATA                        ST,34.0777,-118.2821,204
200 S  LA FAYETTE PARK              PL,34.0692,-118.2792,233
500 S  BURLINGTON                   AV,34.0588,-118.2706,247
1400 S  UNION                        AV,34.0423,-118.2804,295
600 S  ALVARADO                     ST,34.0596,-118.2749,246
500 N  FAIRFAX                      AV,34.0847,-118.3686,701
1300 N  POINSETTIA                   PL,34.0944,-118.3483,644
2100 N  BROADWAY,34.0732,-118.2189,421
1800    JAMES M WOOD                 BL,34.0519,-118.2755,275
800 S  CARONDELET                   ST,34.0568,-118.2821,261
2700 W  7TH                          ST,34.0594,-118.2833,261
500 S  PARK VIEW                    ST,34.0632,-118.2771,245
1000 S  PARK VIEW                    ST,34.0533,-118.2829,271
100 S  ALVARADO                     ST,34.0667,-118.2703,236
2100 W  7TH                          ST,34.0565,-118.2768,265
400 S  ALVARADO                     ST,34.0613,-118.2738,246
900    GRATTAN                      ST,34.0504,-118.2722,279
800 S  PARK VIEW                    ST,34.0563,-118.281,261
1100 W  KENSINGTON                   RD,34.0713,-118.2586,218
1400 W  3RD                          ST,34.0583,-118.2616,248
1500    WILSHIRE                     BL,34.0546,-118.2684,257
UNION,34.0656,-118.2652,236
1100    SUNVUE                       PL,34.0658,-118.2503,219
SCOUT                        WY,34.0724,-118.2695,216
600 N  VIRGIL                       AV,34.0818,-118.2868,212
HOOVER                       BL,34.0524,-118.2842,271
1200 W  7TH                          ST,34.0515,-118.2658,269
COLTON,34.0644,-118.2609,237
PARK                         AV,34.0776,-118.2616,217
BEAUDRY,34.064,-118.2505,219
STRATHMORE                   AV,34.064,-118.4531,816
1200    WILSHIRE                     BL,34.053,-118.2648,257
2400    IVANHOE                      DR,34.1017,-118.2609,1144
2900    MANDEVILLE CANYON            RD,34.0949,-118.5111,803
1600    COURT                        ST,34.0668,-118.2622,237
2000 W  7TH                          ST,34.0559,-118.2756,265
1700    CLINTON                      ST,34.0721,-118.262,217
1600 W  2ND                          ST,34.0613,-118.2638,237
1300    SHATTO                       ST,34.0546,-118.2661,257
400 S  BIXEL                        ST,34.0567,-118.2603,249
400    UNION                        DR,34.0592,-118.2674,257
800 E  EDGEWARE                     RD,34.0689,-118.2532,219
2300    BEVERLY                      BL,34.0678,-118.2728,235
200    LUCAS                        AV,34.0609,-118.26,237
600    SAINT PAUL                   AV,34.0535,-118.2609,249
HOOVER,34.0559,-118.2842,271
1200    COMSTOCK                     AV,34.0674,-118.4253,829
TEMPLE,34.0765,-118.2868,212
600 N  WESTMORELAND                 AV,34.0818,-118.288,212
600 S  UNION                        AV,34.0565,-118.2724,256
100 N  OCCIDENTAL                   BL,34.0721,-118.2818,231
1400 N  INDIANA                      ST,34.0591,-118.1965,448
700 S  CORONADO                     ST,34.0589,-118.2821,261
100 S  RENO                         ST,34.0714,-118.2813,231
1200 W  20TH                         ST,34.038,-118.2837,292
1800 W  PICO                         BL,34.0456,-118.2789,295
4900    ROMAINE                      ST,34.0886,-118.2979,201
13100    SAN FERNANDO                 RD,34.3148,-118.4888,1911
300    LOMA                         DR,34.0599,-118.2655,248
700 S  BIXEL                        ST,34.0509,-118.2642,269
1500 W  WASHINGTON                   BL,34.04,-118.2896,2099
1000 W  KENSINGTON                   RD,34.0737,-118.2571,218
MADISON                      AV,34.0836,-118.2892,203
13200    OSBORNE                      ST,34.2461,-118.4205,1651
11600    KITTRIDGE                    ST,34.1946,-118.3835,1516
WESTLAKE,34.0574,-118.2747,246
OAKWOOD,34.0777,-118.2892,212
1200 S  LELAND                       ST,33.7326,-118.305,562
1200 S  BONNIE BRAE                  ST,34.0477,-118.2794,285
2400 W  4TH                          ST,34.064,-118.2766,245
500 S  UNION                        AV,34.0586,-118.2691,257
800 N  VIRGIL                       AV,34.0856,-118.2868,203
200 W  71ST                         ST,33.9756,-118.2756,1393
LONDON,34.0804,-118.275,205
400 S  RAMPART                      BL,34.0649,-118.2797,251
2100    JAMES M WOOD                 BL,34.0534,-118.2788,271
BONNIE BRAE,34.0539,-118.2756,266
